transcript_name;probe_name;SAS_strand;strand;3280_F2_C1_I1_R1_cy3;3280_F2_C1_I1_R2_cy5;3280_F2_C1_I5_R1_cy3;3280_F2_C1_I5_R2_cy5;3280_F2_C1_L1_R1_cy3;3280_F2_C1_L1_R2_cy5;3280_F2_C2_I1_R1_cy3;3280_F2_C2_I1_R2_cy5;3280_F2_C2_I5_R1_cy3;3280_F2_C2_I5_R2_cy5;3280_F2_C2_I9_R1_cy3;3280_F2_C2_I9_R2_cy5;3280_F2_C2_L1_R1_cy3;3280_F2_C2_L1_R2_cy5;3280_F2_C3_I1_R1_cy3;3280_F2_C3_I1_R2_cy5;3280_F2_C3_I5_R1_cy3;3280_F2_C3_I5_R2_cy5;3280_F2_C3_I9_R1_cy3;3280_F2_C3_I9_R2_cy5;3280_F2_C3_L1_R1_cy3;3280_F2_C3_L1_R2_cy5;3280_F2_C4_I1_R1_cy3;3280_F2_C4_I1_R2_cy5;3280_F2_C4_I5_R1_cy3;3280_F2_C4_I5_R2_cy5;3280_F2_C4_I9_R1_cy3;3280_F2_C4_I9_R2_cy5;3280_F2_C4_L1_R1_cy3;3280_F2_C4_L1_R2_cy5
SCRFLR1055B10.g;GS1_SS_10990_00076;SCRFLR1055B10.g_SS;SS;10,2448;10,8514;9,7671;9,8598;9,7988;10,3558;10,8663;10,6888;9,9067;10,3034;11,1436;10,7418;9,7107;10,1833;10,3226;10,828;9,7552;9,8122;10,5384;11,0517;9,339;10,4136;10,5768;10,5754;9,9442;9,912;10,47;10,6916;10,1635;10,0466
SCAGLB1072D02.g;GS1_AS_21129_03303;SCAGLB1072D02.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,1873;;;;;;;;
SCCCLR2001E09.g;GS1_SS_10991_15764;SCCCLR2001E09.g_SS;SS;12,6843;12,6365;12,6386;12,4798;11,7522;12,1166;13,1566;13,1288;13,1422;13,244;13,9566;13,9408;11,9539;11,8971;12,2457;12,7628;12,4884;12,4041;12,997;13,1914;11,3006;11,6698;12,6785;12,7066;12,4357;12,6148;13,4542;13,3804;12,214;11,5619
SCSFAD1106A08.g;GS1_AS_21138_16018;SCSFAD1106A08.g_AS;AS;;;;;6,5958;;;;;;;;7,0568;6,885;;;;;;;5,8891;7,1605;;;;;;;7,4298;6,8292
SCRFLR1055G07.g;GS1_SS_10989_07124;SCRFLR1055G07.g_SS;SS;6,7801;7,2871;7,1746;;7,2586;;7,8158;7,6296;7,6383;;8,9487;8,7082;7,194;7,306;7,6981;7,6903;7,1806;7,221;8,6806;8,6499;7,4732;7,2204;7,4458;;7,4298;7,1556;8,5998;8,1234;8,4118;6,8207
SCAGLR1021B12.g;GS1_AS_21115_20629;SCAGLR1021B12.g_AS;AS;;;;;6,8881;;;;;;;;7,2077;7,4984;;;;;;;;8,112;;;;;;;7,3134;7,1846
SCQSLR1089C08.g;GS1_AS_12400_06691;SCQSLR1089C08.g_AS;AS;;;;;6,2001;;;;;;;;;;;;;;;;;6,5343;;;;;;;6,2915;
SCMCAM2083C07.g;GS1_AS_21139_20691;SCMCAM2083C07.g_AS;AS;5,9737;;6,3285;;6,2178;6,7257;6,6711;;6,4227;6,6779;7,2486;;6,8218;6,4954;6,1395;6,2884;6,521;;7,1853;7,8059;;7,2799;6,269;;5,6605;;7,2779;6,8042;6,6939;6,5086
SCSGRT2066C07.g;GS1_AS_12394_17721;SCSGRT2066C07.g_AS;AS;;;7,3442;;6,7679;7,066;;;6,6529;7;;6,6884;6,812;6,3437;;;6,9696;;;;;6,9627;6,4362;6,9247;;6,2093;6,8142;;6,7293;6,4634
SCJLRT1006H10.g;GS1_AS_12415_18589;SCJLRT1006H10.g_AS;AS;8,8242;9,2216;7,6998;7,7257;7,8747;7,4971;9,529;9,6644;7,4454;7,8037;9,9692;10,5134;7,6788;8,1198;8,5756;9,2978;7,8942;8,2571;9,8306;9,6682;7,4493;8,5146;7,0604;7,978;8,4863;9,9416;10,1808;10,1206;7,9845;7,5808
SCJFRT1062D11.g;GS1_AS_12374_07641;SCJFRT1062D11.g_AS;AS;;;;;6,6303;;;;;;;;6,9647;7,5524;;;;;;;;7,5631;;;;;;;7,0332;6,858
SCJFRT1062H02.g;GS1_AS_12379_03995;SCJFRT1062H02.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;7,4177;;;;;;;6,1692;
SCCCLR2001G04.g;GS1_AS_12384_15220;SCCCLR2001G04.g_AS;AS;;;;;;;;;;;;;;;;;6,8866;;;;;6,3207;6,5043;7,1076;;;;;;
SCJFLR1013A04.g;GS1_AS_21111_05266;SCJFLR1013A04.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;10,2697;7,294;;;;;;;
SCRLLR1038D11.g;GS1_SS_11007_15606;SCRLLR1038D11.g_SS;SS;12,484;12,8701;10,8148;11,0994;;;13,0572;13,0458;11,5494;11,7116;11,4338;12,9366;;6,9426;12,3084;12,5098;10,767;10,5544;9,3313;9,6275;5,9291;7,0144;12,8748;11,9002;11,7108;11,5684;11,9294;11,0204;7,0038;6,8132
SCRLLR1038B10.g;GS1_SS_11005_08549;SCRLLR1038B10.g_SS;SS;10,446;10,674;10,3392;9,7491;8,5512;8,5638;10,4576;10,5764;9,749;9,7409;10,8079;10,9979;8,2858;8,9834;10,29;10,5533;9,7996;9,7726;10,2234;10,5596;8,7557;8,877;10,1103;9,7254;10,4944;10,7746;11,0044;11,1028;9,1189;8,8476
SCMCCL6048E12.g;GS1_SS_10999_14091;SCMCCL6048E12.g_SS;SS;11,0615;11,3691;9,8484;9,87;8,0528;8,2381;11,042;10,7784;9,5158;9,8039;10,2058;9,9409;7,7408;8,6278;10,7744;11,0772;9,4209;9,2407;9,7117;9,7445;7,6818;8,8994;10,6606;10,564;10,4448;10,2718;10,2792;10,0873;8,6634;8,5306
SCJLRT1018H06.g;GS1_SS_10996_12341;SCJLRT1018H06.g_SS;SS;10,0238;10,7958;9,4637;9,4801;10,8628;10,9653;9,6422;10,0766;8,219;8,9831;10,3438;11,0636;10,1368;10,8462;10,0467;10,665;9,7248;9,749;10,6602;11,3568;10,4152;11,2437;10,2038;10,0547;9,5747;10,2822;11,095;11,6009;10,8088;10,9469
SCRLLR1016E03.g;GS1_SS_10995_03301;SCRLLR1016E03.g_SS;SS;12,2915;12,4131;13,1758;12,4146;9,1672;9,3546;12,7355;12,4216;13,1226;12,2479;13,6014;15,1142;9,5138;10,3294;12,0296;12,7302;12,8609;13,2923;12,737;12,9303;9,649;9,8152;12,0418;12,5506;13,18;13,6146;14,4382;13,3448;10,2381;9,9706
SCRLLR1059A07.g;GS1_SS_11013_07705;SCRLLR1059A07.g_SS;SS;9,2364;9,4116;8,1712;8,2808;8,4644;8,6336;9,5484;9,473;8,1562;8,0598;10,813;10,3954;8,7547;9,0697;8,8793;9,2932;8,0545;8,3268;10,2742;10,0917;8,5885;8,6934;8,067;8,3971;9,2366;9,479;10,2176;10,4057;9,2553;8,8516
SCRLLR1059B02.g;GS1_SS_11014_04229;SCRLLR1059B02.g_SS;SS;8,6048;8,6231;9,0414;8,4637;8,4486;8,2098;8,9064;8,3598;8,6844;8,4393;10,3514;9,6972;8,2168;8,9718;8,5672;8,6918;8,7447;8,6157;9,0743;9,4668;8,4333;8,3852;8,569;9,0276;8,6521;8,7003;9,7391;9,4532;9,1193;7,9471
SCJFST1011H08.g;GS1_AS_21194_04557;SCJFST1011H08.g_AS;AS;;;;;5,8948;;;;;;;;;6,1947;;;;;;;;6,4322;;;;;;;5,9516;6,595
SCRLLR1059B07.g;GS1_SS_11015_09491;SCRLLR1059B07.g_SS;SS;12,848;12,9856;12,4872;12,3206;11,4058;11,4532;12,9102;12,9;12,219;12,389;12,5278;12,4929;10,8326;11,5286;12,5788;12,8682;12,2387;12,182;12,3906;12,659;11,3252;11,5308;13,018;13,1496;12,4898;12,5818;12,6715;12,8496;11,856;11,6883
SCRLLR1059C04.g;GS1_SS_11018_07786;SCRLLR1059C04.g_SS;SS;7,6953;8,0084;7,0105;;6,9856;6,4944;7,9813;8,0612;6,6723;7,205;;;7,3773;7,7658;7,93;8,3071;6,5462;;;;;8,4074;8,32;7,8258;6,0412;;;;7,2427;7,239
SCBFLR1083F04.g;GS1_AS_21168_18056;SCBFLR1083F04.g_AS;AS;;;;;6,6382;7,113;;;;;;;;7,2894;;;;;;;;7,1738;6,6949;;;;;;7,346;6,7366
SCSFAD1111C06.g;GS1_AS_21180_06196;SCSFAD1111C06.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,5094;;;;;;;6,3067;
SCRLLR1038E12.g;GS1_SS_11010_17843;SCRLLR1038E12.g_SS;SS;13,8272;13,977;13,8305;13,7312;11,397;11,8166;13,3776;13,3238;13,6226;13,4566;14,1223;13,4852;11,219;12,4017;13,3726;13,7998;13,5986;13,2248;13,9416;13,9234;12,22;12,2493;13,7658;13,8579;13,7298;13,7296;13,6275;13,9165;12,073;11,9948
SCRLLR1038F08.g;GS1_SS_11011_21806;SCRLLR1038F08.g_SS;SS;12,9358;13,1404;12,2274;12,317;11,4973;11,7078;13,0125;12,9236;12,3756;12,3603;13,6613;13,0782;11,6198;12,0452;12,5356;13,0465;11,8893;11,879;13,4017;13,463;11,9917;11,9208;12,5828;12,1732;12,1388;12,1616;12,8827;12,9856;12,1657;11,886
SCCCRT2002D03.g;GS1_AS_12443_15768;SCCCRT2002D03.g_AS;AS;;;;;6,0121;;;;;;;;;;;;;;;;;6,5703;;;;;;;6,2405;6,922
SCACLR2014B06.g;GS1_AS_12439_17555;SCACLR2014B06.g_AS;AS;;;;;6,9032;;;;;;;;;6,7894;;;;;;;;7,0375;;;;;;;6,717;6,7997
SCAGLR1021H12.g;GS1_AS_12434_17551;SCAGLR1021H12.g_AS;AS;;;;;6,3183;;;;;;;;;;;;;;;;;6,9104;;;;;6,04;;6,5889;
SCJLRT1014G05.g;GS1_AS_12458_08040;SCJLRT1014G05.g_AS;AS;;;;;7,304;;;;;;;;7,6454;7,5625;;;6,2142;;;;6,4632;;;;5,9532;;;;8,032;
SCQSLR1018B02.g;GS1_AS_12453_03625;SCQSLR1018B02.g_AS;AS;;;;;6,7027;;;;;;;;;6,9642;;;;;;;;7,711;;;;;;;6,5928;6,6948
SCCCFL8002D09.g;GS1_AS_12445_15818;SCCCFL8002D09.g_AS;AS;7,2168;7,6928;6,9641;;7,5535;7,74;7,7664;7,9412;7,123;7,3438;8,8236;9,5816;8,5826;8,8358;7,1782;7,7841;7,4645;7,487;8,1186;9,3824;6,5801;8,066;7,2534;7,6698;7,1006;7,6386;8,9347;8,221;7,8594;7,3914
SCJLRT1013A11.g;GS1_AS_12429_02010;SCJLRT1013A11.g_AS;AS;;;;;;;;;;;7,3084;8,0761;;;;;;;6,8089;7,2561;;;;;6,0868;6,962;6,8086;7,7561;;
SCJLRT1013F12.g;GS1_AS_12424_04612;SCJLRT1013F12.g_AS;AS;;;;;7,4061;7,3963;;;;;;;7,7638;8,2954;;6,2219;6,043;;;;;8,7584;;;;;;;7,7239;8,1218
SCSGLR1084H07.g;GS1_AS_21143_00444;SCSGLR1084H07.g_AS;AS;;;;;5,9895;;;;;;;;;6,6238;;;6,686;;;;;6,5257;;;;;;;5,968;
SCCCLR1022A02.g;GS1_SS_11027_15209;SCCCLR1022A02.g_SS;SS;12,8309;7,6102;8,2654;9,363;13,1596;14,1757;;;;;7,041;10,6238;13,145;10,4082;10,4672;11,7942;12,3746;11,7015;7,919;12,0732;13,648;13,879;9,0356;14,3438;13,7397;14,3274;13,3512;14,9296;10,2292;14,5229
SCRLLR1059G01.g;GS1_SS_11026_13436;SCRLLR1059G01.g_SS;SS;11,5908;11,9988;10,2382;10,5297;9,7584;10,108;11,5765;11,3364;9,4863;10,2463;10,2278;10,3455;9,3472;10,0521;11,161;11,2556;9,7605;9,2612;9,6394;9,8547;10,223;10,165;11,958;11,4778;10,2743;10,4118;10,3503;10,7172;10,1048;9,9082
SCRLLR1109C08.g;GS1_SS_11033_08464;SCRLLR1109C08.g_SS;SS;;;;;6,2292;8,782;;;;;6,0307;;;;;;;;;;;;;;;;;;5,9162;
SCRLLR1059H04.g;GS1_SS_11029_08897;SCRLLR1059H04.g_SS;SS;10,6166;10,8631;10,373;10,3716;8,849;9,1069;10,9714;10,6276;10,6336;10,1253;11,75;11,3359;9,1012;9,8634;10,2971;10,8879;10,0754;10,3943;11,8382;11,5786;10,0053;10,1041;10,1871;9,8726;10,2077;10,5863;11,581;11,6934;9,725;9,6062
SCQSLR1090E02.g;GS1_SS_10955_02020;SCQSLR1090E02.g_SS;SS;5,5483;;6,7048;;7,4528;7,3866;;;6,2161;;5,7899;;7,5988;7,802;;;6,266;;;;6,8746;7,9148;6,5943;;;;6,4171;;7,9216;7,4558
SCQSLR1090G05.g;GS1_SS_10956_03296;SCQSLR1090G05.g_SS;SS;11,8985;12,0952;10,5888;10,806;;;11,9744;11,8198;10,667;11,2846;10,6018;11,8954;;;11,522;12,0143;10,7507;10,2238;8,2472;8,9404;6,2548;6,6999;12,0666;12,069;11,019;10,8836;10,4178;10,179;6,3554;7,0259
SCQSLR1090A05.g;GS1_SS_10951_10972;SCQSLR1090A05.g_SS;SS;14,7685;14,0146;14,4611;13,716;15,9868;16,5698;10,2792;11,6702;10,5752;10,6078;14,7026;14,5196;14,721;14,3685;13,2527;14,0716;14,6491;14,5634;14,8789;14,4693;13,7692;15,4203;13,6184;14,2018;14,8571;15,487;16,358;16,1154;14,2372;15,6044
SCJLRT1017F06.g;GS1_AS_12500_04554;SCJLRT1017F06.g_AS;AS;;;;;6,82;7,062;;;;;;;7,4546;7,2534;;;;;;;5,45;7,6364;;;;;;;6,789;
SCVPLR2027D02.g;GS1_AS_12499_20581;SCVPLR2027D02.g_AS;AS;;;;;6,6698;;;;;;7,496;7,393;7,2273;7,2675;;;;;;7,4669;6,6152;7,6698;;;;;6,9338;7,4446;6,8906;7,4072
SCEZRZ1013G02.g;GS1_AS_12505_07183;SCEZRZ1013G02.g_AS;AS;;;;;5,9825;;;;;;;;;;;;;;;;;6,8573;;;5,6476;;;;5,9782;
SCJLRT1016G03.g;GS1_AS_12486_06749;SCJLRT1016G03.g_AS;AS;;;;;6,3615;;;;;;;;;6,9392;;;;;;;;7,2462;;;;;;;6,6244;
SCJLRZ1019A04.g;GS1_AS_12481_16966;SCJLRZ1019A04.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,3416;;;;;;;;
SCJLRT1017C01.g;GS1_AS_12493_03510;SCJLRT1017C01.g_AS;AS;;;6,2501;;7,3664;7,1006;;;6,0884;;;;7,6048;8,0018;;;6,4212;;;;;7,9728;6,3968;;;;;;7,3773;7,2891
SCJLRT1016G06.g;GS1_AS_12487_19040;SCJLRT1016G06.g_AS;AS;;;;;6,6906;;;;;;;;;;;;;;;;;;;;;;;;5,9069;6,908
SCCCLR1C06C03.g;GS1_AS_12468_02241;SCCCLR1C06C03.g_AS;AS;;;;;6,0309;;;;;;;;;6,457;;;6,0082;;;;5,6504;6,8931;;;;;;;6,6118;
SCJLRT1015G08.g;GS1_AS_12472_19394;SCJLRT1015G08.g_AS;AS;;;;;6,3606;;;;;;;;;;;;;;;;;6,5937;;;;;;;6,3108;
SCRFLR1012D06.g;GS1_SS_10962_12013;SCRFLR1012D06.g_SS;SS;;;6,2383;;7,1226;7,5196;;;;6,9459;6,442;;;7,225;;;6,0844;7,2523;;6,7294;6,3676;7,7482;;;;;6,6903;;7,1704;7,311
SCRFLR1012D05.g;GS1_SS_10961_10607;SCRFLR1012D05.g_SS;SS;14,6025;15,0254;13,7912;13,8479;10,1079;10,1268;14,9832;14,7616;14,123;13,9506;14,5286;14,6309;10,1596;10,5567;14,3787;14,7706;13,7865;13,6521;14,0675;14,152;9,9122;10,3678;14,435;14,2442;14,1682;14,245;14,4112;14,0687;10,583;10,5074
SCRFLR1012C08.g;GS1_SS_10960_19182;SCRFLR1012C08.g_SS;SS;7,9278;7,953;7,7189;7,209;9,1786;9,2689;8,034;7,9648;7,6435;7,5048;8,8716;8,392;8,7556;9,489;7,5406;8,1198;7,2319;7,3448;8,6399;9,1711;9,8681;9,7098;8,0244;7,964;7,491;7,5888;8,2496;8,9422;9,5397;9,1762
SCRFLR1034B01.g;GS1_SS_10966_12715;SCRFLR1034B01.g_SS;SS;8,0668;8,572;7,8238;7,7686;8,5724;8,7508;7,5786;8,4623;6,3787;7,3231;8,1022;8,8406;7,6454;8,3608;7,8344;8,4109;7,3536;7,684;8,1366;8,7227;8,4612;8,8788;8,489;8,9594;7,5974;8,7019;8,3154;9,3097;8,7142;9,166
SCRFLR1012G12.g;GS1_SS_10965_17355;SCRFLR1012G12.g_SS;SS;11,5032;11,7783;10,8545;10,4804;11,4714;11,9895;11,4829;11,5801;10,6472;10,6681;11,8546;12,0248;11,3426;11,6544;11,3297;11,4864;10,8323;10,9306;11,711;12,0174;11,5766;11,6328;11,1865;11,1139;11,0756;11,4035;12,113;12,0934;12,0658;11,8883
SCRFLR1012G08.g;GS1_SS_10963_08117;SCRFLR1012G08.g_SS;SS;11,3202;10,0014;11,4234;10,7074;13,6678;13,737;9,5551;9,8773;10,0234;10,3969;9,4296;10,3486;13,2762;13,7928;9,8954;10,8904;10,145;10,2101;9,5048;10,2249;13,0934;13,2664;10,463;11,5591;11,0922;11,409;9,5832;10,2719;13,7485;13,5359
SCRLAD1099A08.g;GS1_AS_21082_07422;SCRLAD1099A08.g_AS;AS;;;;;6,2414;;;;;;;;;6,5666;;;;;;;;7,2394;;6,9604;;;;;6,1884;6,5969
SCRFLR1034C01.g;GS1_SS_10969_08896;SCRFLR1034C01.g_SS;SS;13,0904;12,7098;13,8506;13,5333;13,3988;13,8445;12,0755;12,3544;12,9414;12,791;13,5898;14,2514;12,9856;13,5347;12,1647;13,3295;13,4763;14,6586;13,4892;14,1857;13,5317;13,62;12,4135;13,9501;13,4946;14,3212;13,8121;14,5402;13,236;13,6896
SCRLFL4028D02.g;GS1_AS_21101_19101;SCRLFL4028D02.g_AS;AS;;;;;;;;;;;6,3739;;;;;;;;;;5,6365;6,3291;;;5,7658;;;;5,6484;
SCRFLR1034D08.g;GS1_SS_10973_07373;SCRFLR1034D08.g_SS;SS;13,6736;12,9576;13,262;12,5093;14,6941;14,7981;11,7641;12,1114;11,3572;11,464;13,9108;14,5638;14,7232;12,443;12,5666;12,9246;13,4964;13,294;13,6926;14,3964;14,0549;14,2206;12,3477;13,1392;13,8923;14,4384;15,5444;15,3021;12,1315;14,653
SCRFLR1034E11.g;GS1_SS_10975_13175;SCRFLR1034E11.g_SS;SS;8,1561;8,0726;7,8188;8,061;12,2678;12,3335;8,2042;7,7627;8,0044;8,0103;10,4297;10,322;11,469;12,2272;7,533;8,0317;7,7293;8,4028;10,2377;10,158;12,7996;12,5205;8,278;7,848;8,1539;8,4945;9,6636;9,8325;13,129;12,4923
SCRULB1059G07.g;GS1_AS_12538_20682;SCRULB1059G07.g_AS;AS;;;;;6,7732;;;;;;;;6,9613;7,1325;;;;;;;;7,7224;;;;;;;6,8743;6,6811
SCRFAM2130B03.g;GS1_AS_12536_14882;SCRFAM2130B03.g_AS;AS;;;;;;;;;;;;;;6,5124;;;;;;;;6,7982;;;;;;;5,6449;
SCRLAD1101C05.g;GS1_AS_21107_19335;SCRLAD1101C05.g_AS;AS;;;;;6,0109;;;;;;;;;;;;;;;;;6,4051;;;;;;;;
SCCCCL7C02F04.g;GS1_AS_21108_19494;SCCCCL7C02F04.g_AS;AS;;;;;;;;;;;6,5711;;;;;;;;;;;;;;;;6,0661;7,2284;;
SCRFLR1055C02.g;GS1_SS_10981_11846;SCRFLR1055C02.g_SS;SS;11,3211;11,5385;11,5386;11,3977;10,3591;10,7423;11,6307;11,4216;11,673;11,3193;12,7626;12,4237;10,308;11,3102;11,3852;11,6806;11,33;11,4542;12,5714;12,5065;11,0843;11,1248;11,1946;10,9445;11,3108;11,5521;12,4552;12,598;10,8496;10,7515
SCRFLR1055C01.g;GS1_SS_10980_12932;SCRFLR1055C01.g_SS;SS;;;;;9,3378;9,5318;;;;;6,5525;;8,593;9,1734;;;;;6,5424;7,2946;8,6622;9,2456;;;;;6,112;6,9762;9,0959;8,7717
SCRFLR1055A05.g;GS1_SS_10985_03815;SCRFLR1055A05.g_SS;SS;12,021;12,4411;11,6063;11,6416;10,6913;10,9252;12,2492;12,4923;11,6024;11,5758;13,3376;13,6889;10,6084;11,6388;11,9091;12,3823;11,4836;11,8611;13,0609;13,3309;10,8054;11,1846;12,0118;11,579;11,7768;12,165;13,3252;13,4615;11,2908;11,4396
SCRFLR1055F02.g;GS1_SS_10983_21750;SCRFLR1055F02.g_SS;SS;10,4293;11,239;9,5814;9,7509;9,211;9,3888;10,9346;11,2242;9,8491;9,986;11,2823;11,2444;9,6754;10,0308;10,5446;10,8255;9,303;9,6718;10,4218;10,8678;8,6282;9,5575;10,7602;11,04;10,028;10,3433;10,6144;10,4258;9,8449;9,7118
SCRFLR1055B07.g;GS1_SS_10987_08624;SCRFLR1055B07.g_SS;SS;10,5794;10,3936;11,821;11,4192;;;9,8653;9,6487;11,3409;11,282;7,9288;9,7462;;;9,4245;10,59;11,2425;10,9135;7,0252;7,4146;;;10,1037;10,028;11,5546;12,1955;9,9452;8,0314;5,9912;6,4274
SCRFLR1055A07.g;GS1_SS_10986_09887;SCRFLR1055A07.g_SS;SS;11,6376;10,3663;10,4123;9,838;13,4958;13,147;8,8224;9,7709;9,7867;9,4821;11,882;11,5027;12,7882;12,4692;9,8921;11,3046;10,3099;10,9297;11,4554;12,6994;12,0447;12,9772;9,5188;11,0827;11,5882;12,001;13,5869;13,8044;11,9864;13,472
SCCCRZ2C04F05.g;GS1_SS_10913_06436;SCCCRZ2C04F05.g_SS;SS;12,0712;11,8784;11,998;11,8518;11,1992;11,6122;10,7039;11,0316;11,0673;10,9824;9,221;10,4246;10,8909;10,4074;11,2858;12,168;12,4455;12,0041;9,7273;12,7461;11,2361;13,016;11,6034;12,5856;12,2683;12,939;11,7374;12,7231;10,2117;12,2747
SCCCCL3001B07.b;GS1_SS_14029_17700;SCCCCL3001B07.b_SS;SS;10,2256;10,5652;9,7184;9,4748;8,5607;9,3836;10,0994;9,8675;9,5422;9,2606;12,598;12,3696;8,7332;9,0998;9,7634;10,1912;9,9294;10,1701;12,5268;12,9098;9,1898;9,1884;9,8332;10,3572;10,1645;11,009;12,8592;13,78;9,3446;9,2392
SCSGRT2066A05.b;GS1_SS_14028_02196;SCSGRT2066A05.b_SS;SS;10,7934;11,128;11,0158;10,3998;10,3883;10,6396;11,3454;11,0613;10,9802;10,8149;12,5038;12,9658;10,3136;11,4612;10,3518;10,9814;10,8442;11,507;11,9334;11,9134;10,6839;11,0762;10,7831;10,083;10,951;11,5144;12,2497;11,8846;10,6286;10,7442
SCUTSB1073E11.g;GS1_SS_14032_08342;SCUTSB1073E11.g_SS;SS;11,2168;11,5598;11,252;11,2642;9,929;10,464;11,7115;11,6391;11,3806;11,5367;11,8507;11,667;9,8263;10,7105;11,2258;11,6895;10,901;11,0214;11,7302;11,784;10,2852;10,4926;11,522;11,6182;10,8701;10,949;11,4214;11,792;10,6888;10,0834
SCEQHR1082B01.g;GS1_SS_14031_15728;SCEQHR1082B01.g_SS;SS;11,1163;10,992;12,0613;11,6606;7,6506;7,8248;10,4658;9,9844;11,7939;11,0192;8,3001;8,1457;7,4521;8,6744;10,3552;11,2312;12,042;12,7414;9,4222;9,4574;7,886;7,2984;10,996;10,7579;13,5346;13,7951;10,9204;10,3174;8,0444;9,9852
SCUTLR2030A12.g;GS1_AS_21288_20124;SCUTLR2030A12.g_AS;AS;;;;;;;;;;;5,9468;;;;;;;;10,3764;;;;;;;;5,9999;;;6,631
SCEQRT1031C02.g;GS1_SS_14033_06753;SCEQRT1031C02.g_SS;SS;;;8,15;;;;;;6,1945;;7,3148;7,8523;;6,1492;;;6,8062;7,1604;;;;6,2507;;;6,0692;8,4487;8,0968;6,6609;;
SCSGCL6070A04.g;GS1_AS_21294_18040;SCSGCL6070A04.g_AS;AS;;;;;;;;;;;6,279;;;;;;;;;;;;;;5,7671;6,544;6,0415;;5,9251;
SCUTFL1060D02.g;GS1_AS_21290_17538;SCUTFL1060D02.g_AS;AS;;;;;;;;;;;6,3985;;;;;;;;;;;;;;;;;;;
SCQSLR1040A10.g;GS1_SS_10925_05184;SCQSLR1040A10.g_SS;SS;6,9616;6,9042;7,5798;6,9824;9,9599;9,531;;;6,754;;9,5466;9,0742;8,6968;9,7502;6,533;7,2948;7,192;8,0016;9,585;9,9613;10,4364;10,2989;6,7878;7,6406;7,5724;8,0017;9,263;10,0712;10,8122;9,969
SCEPCL6023D05.g;GS1_AS_21278_07397;SCEPCL6023D05.g_AS;AS;;;;;6,4295;;;;;;;;;6,9934;;;;;;;;7,6777;;;;;;;6,7975;6,592
SCQSLR1040D12.g;GS1_SS_10926_09201;SCQSLR1040D12.g_SS;SS;10,9422;11,2251;10,4864;10,4621;9,6374;9,447;11,3197;10,9955;10,6132;10,8464;10,2728;10,1523;8,579;10,2992;10,8792;11,0968;10,1976;10,1672;9,2942;9,8661;8,3366;8,8143;10,933;10,4213;10,6799;10,5346;10,4162;9,9994;9,4121;8,7008
SCEZRZ1017B04.g;GS1_AS_21279_01325;SCEZRZ1017B04.g_AS;AS;;;6,9637;;6,6578;;;;;;5,9285;;6,7097;6,679;;;6,4654;;9,4552;;5,8718;6,7904;;6,981;;;6,2719;;6,9489;6,7244
SCQSLR1018A06.g;GS1_SS_10920_08940;SCQSLR1018A06.g_SS;SS;9,1364;9,0326;9,1236;8,9854;;;9,8017;9,1904;9,3783;8,5926;9,6949;9,0696;;6,954;8,4572;9,1394;7,8852;8,0194;9,7055;9,2842;6,5047;6,4798;8,3305;7,8055;8,8542;9,4067;9,6353;9,7916;5,6361;
SCJFLR1013G07.g;GS1_AS_21281_02167;SCJFLR1013G07.g_AS;AS;6,5269;;6,4778;;6,2267;;;;;;6,1693;;;6,336;6,6542;;6,3259;;;;6,0108;6,9219;6,1462;;5,4854;;6,1938;;7,042;
SCCCLR2004B06.g;GS1_SS_10924_11346;SCCCLR2004B06.g_SS;SS;10,8322;10,9518;11,5164;11,0518;10,8524;11,0689;10,1672;10,4228;10,5275;10,5033;12,424;12,5453;10,2382;10,9951;10,6286;11,1817;11,1402;11,5431;11,3524;12,2971;11,0584;10,7359;10,8744;10,9486;11,4142;11,9579;12,5987;12,804;11,5561;11,4144
SCSGRT2066B08.g;GS1_SS_14018_07632;SCSGRT2066B08.g_SS;SS;13,3057;13,2662;13,2072;13,0592;12,5902;13,4126;13,1803;12,9998;13,023;13,1658;13,3096;13,3308;12,4764;13,2329;13,0136;13,367;13,42;13,3998;12,3396;13,4008;12,8279;13,0427;13,1744;13,723;12,9805;12,9212;13,7781;14,3176;12,7506;13,3864
SCQGLR1088H06.g;GS1_SS_10917_10815;SCQGLR1088H06.g_SS;SS;11,8482;12,0125;10,9787;11,0518;9,3612;9,539;11,2372;11,3169;10,3286;10,6012;11,7886;11,4816;9,1429;10,0335;11,6567;12,0024;10,9128;10,8514;11,8778;11,9739;10,5825;9,7834;11,9118;12,6012;11,0364;11,4232;11,7534;12,2476;10,4861;10,3148
SCSGRT2066D02.g;GS1_SS_14021_04434;SCSGRT2066D02.g_SS;SS;8,1115;8,1696;7,9784;7,7978;11,0068;11,2334;7,8855;7,6189;7,0504;7,2185;9,2183;8,9234;10,167;10,9845;7,985;8,8243;7,9824;8,3514;9,0198;9,64;10,6318;10,8866;7,9054;8,8997;8,1404;8,3907;9,2247;9,9809;11,2115;11,0202
